"","text","country","source"
"171","happy canada day!!! dan hillyer and crew did an amazing job once again!!! i almost didnt go because of my dislike of mud and coldness but i embraced both and loved it   #ohcanada #truorthstrongandfree ///zaze2dxy0p","Canada","Instagram"
"172","happy canada day!!!! #canadaday2019 #canada153 #canadaday #ohcanada ","","Twitter for iPhone"
"173","juste avant les feux dartifice #ohcanada ///obwyeee9ub","Canada","Twitter for iPhone"
"174","happy canada day if theres one thing im certain of, i know how much you guys love to put this stuff on bacon! ps make sure its fresh unlike this one advertised! #canadaday #moose #ohcanada #beavers #timbits #sorry #eh ///cd4gifj9wj","","Twitter for Android"
"175","perfect ding to the long canada  day weekd!**#ohcanada #canadaday #oldport #granrouemontreal #pyramid #mondaynight #july @ old port of montreal ///aybwds9c47","","Instagram"
"176","or shall i say lets celebrate the colonizers day#ohcanada #canadaday","","Twitter for iPhone"
"177","#happycanadaday2019 #ohcanada #graffiti ///iv1et4ig9c","","Twitter for iPhone"
"178","#ohcanada #graffiti #redandwhite #canadadayweekd #happycanadaday2019 ///z52jhmeld2","","Twitter for iPhone"
"179","@crownroyal_007 @jesuschrysler15 the shark was in hunt/kill mo and the dogs were in pack mo you think the dogs would list #ohcanada","","Twitter Web App"
"180","sharing the #ohcanada spirt in #yyc @globalnews ///zgupkjd3gr","Canada","Twitter for iPhone"
"181","were 30 min away from #yyc #ohcanada fireworks and the crowd is growing! the always tertaining @stevpage on stage @globalnews ///rb2omxbi0x","Canada","Twitter for iPhone"
"182","and right on cue @nshi and calgarians count down to #yyc #ohcanada fireworks! happy canada day  @globalnews ///n93gci8ji5","Canada","Twitter for iPhone"
"183","back to work july 8th! happy canada  day long weekd! get outsi and joy this beautiful country we live in #canadaday #longweekd #ohcanada ///jzhokt9myu","","Twitter for iPhone"
"184","@doggosofyyc we did a whole lot of gopher chasing and swimming today #woofwoof #ohcanada ///ijs5ir5cm5","","Twitter for iPhone"
"185","we did a very canadian thing today we spt it outsi joying all of the beauty that makes this country gorgeous, unique and great! a whole lot of gopher chasing and swimming today #woofwoof #ohcanada #dogs #happybirthdaycanada #canadadaylongweekd ///rcda3qrvcp","","Twitter for iPhone"
"186","we did a very canadian thing today we spt it outsi joying all of the beauty that makes this country gorgeous, unique and great! a whole lot of gopher chasing and swimming today #woofwoof #ohcanada #dogs #happybirthdaycanada #canadadaylongweekd ///z9ryf0gd","","Twitter for iPhone"
"187","lazy morning, but im gd we ma it out to celebrate canada  day at @granville_isle started the afternoon with a ros sangria at @vanfishco #canadaday #canadaday2019 #vancouver #yvr #vancouvercanada #ohcanada ///mihudzdovb","","Instagram"
"188","baseball, tater tots, and ar frids oh canada  #canadaday2019 #ohcanada ///p2ksr2cg5y","","Twitter for iPhone"
"189","@therealkevinte @smiller4002 find someone who looks at you like ivanka looks at justin  #ohcanada ///v9nvhmsi2l","United States","Twitter for iPhone"
"190","canada day2019 #ohcanada @ granville isnd ///8mbuu3ivur","Canada","Instagram"
"191","#happyness #canadaday #happycanadaday #celebratelife #ohcanada #vancouver #vancity #sunnyday @ lillooet lake ///xnukrzuii1","Canada","Instagram"
"192","#ke #frids #love #appreciatewhatyouhave #ohcanada #vancouver #vancity #brasileirosemvancouver #brasileirosnocanada #joythelittlethings @ lillooet lake ///zjc02v8mwo","Canada","Instagram"
"193","#ohcanada #frids #love #iappretiate #lilloetke #vancity #greatview #vanvouver @ lillooet lake ///p3whqd0i4g","Canada","Instagram"
"194","happy canada day!! #ohcanada #canadaday #fireworks @olympiaosc @ olympia sports camp ///rb6obglabh","Canada","Instagram"
"195","would be super fun if my husbands canadian citizship certificate was in the mailbox  today because its canada day!! i know it wont be, but itd be fun #happycanadaday #canadaday2019 #ohcanada","","Twitter for iPhone"
"196","a pic of my husbands grandma and grandpas wedding announcemt in the montreal gazette in the 40s  happy canada day  #canadaday2019 #westmountmontreal #ohcanada ///irqeq0ffmf","","Instagram"
"197","in 1929 bernard hamill sr sailed from irend with his wife and six childr, and homestead in ctral alberta four gerations ter, we have albertas first specialty malthouse!#canada #ohcanada #canadian #explorecanada #canadaday2019 #canadaproud #redshedmalting ///c9eh4m6vsq","","Twitter for iPhone"
"198","happy canada day! #canadais152 #canadaday #canadaproud#besuntryintheworld #proudtobecanadian #ohcanada #canada #yegcanadaday #yegcredit @rowingcanada ///lwynjilpp0","","Twitter for Android"
"199","my #ohcanada dilemma should canadians put their hands on their hearts wh they sing #ohcanada","","Twitter for Android"
"200","still holds true  #ohcanada #canadaday2019 ///b8f7owlijh","","Twitter for Android"
"201","all the feels as the fireworks at mel lastman square d off with the national anthem #blessed #ohcanada #happycanadaday","","Twitter for Android"
"202","@justintruau here in nyc the empire state building was red &; white for canada day   #ohcanada ///vlpi7r8tnn","United States","Twitter for iPhone"
"203","happy canada dayenjoy your holiday with frids &; family#canadaday #happycanadaday #ohcanada #canadian #happytobecanadian #proudtobecanadian #poutine #hockey #moose #mountains ///xdrgztoybd","Canada","Instagram"
"204","#ohcanada  now thats the stuff! just finished my #canadaday bbq -- bison burgers on pretzel buns with heirloom tomatoes, dijon mustard, mayonnaise, and dill pickle relish goburger tepe #f2b ///kb7z7qbbgc","","TweetDeck"
"205","celebrated canada day hiking high up in kananaskis #ohcanada @tourismcanmore ///vrj46en98w","","Twitter for iPhone"
"206","yesterday was the st day of pride month and today is canada day!heres to celebrating ourselves, our love, the pce we call home happy canada day#canada #canadianfilipino #ohcanada ///vwomehliug","Canada","Instagram"
"207","to all my frids from the great white north @jasonstein @brtwees @birqualey @ryanbolz #ohcanada #happycanadaday #july1 ///n1nd065mxq","","Twitter Web App"
"208","happy canada day! theres not much more canadian than a red canoe #madrivercanoe #familytime #oonahike #jackbiggspark #quellke #getoutsi #naturetherapy #ilovecanoeing #mycountry #ohcanada ///itk4d2hsmu","","Instagram"
"209","did you miss the fireworks @town_of_aurora here is a little look at what it looked like from a distance  another year and another great dispy  thanks #aurora #fireworks #canadaday2019 #canadaday #ohcanada ///oxrzrk1zt2","","Twitter for iPad"
"210","happy canada day to this beautiful country that i proudly call home! #ohcanada #canada #inpnceday #july1st #happybirthday @ markham, ontario ///1za6abbflz","Canada","Instagram"
"211","such a beautiful day to celebrate canadas 152nd birthday with family and frids  happy #canadaday! from our families to yours #ohcanada #canada #happycanadaday #canadian ///ljmkgpzh18","","Twitter for Android"
"212","it feels great to see the joy of a nation; everyone regardless of color, race, religion, sex, coming together to celebrate     what a nation - #ohcanada#happycanadaday2019#happycanadaday#canadaproud","","Twitter for Android"
"213","did you know to be prime minister of canada you have to be born july 1st submit your baby photos to us to ter our babies are our future along with a photo of their birth certificate and sin #yxe #saskatoon #ohcanada","","Twitter for iPhone"
"214","whatever you are doing this #canadaday, we hope you have fun and stay safe thanks for supporting your local family owned #canadian liquor store #bbjxxxxxger #beerwithaview #bigbadjohns #canada152 #canadaproud #ohcanada ///md578d7t7r","","Twitter for Android"
"215","hope everyone had an awesome canada day &; long weekd set work asi to spd some time with this crew#pembertonheights #redandwhite #ohcanada @ sown park ///0tyyspmsbw","","Instagram"
"216","celebrated canada day with a lil utah jazz summer league action tonight!  #utahjazzsummerleague #ohcanada @ vivint smart home ara ///nwf13bntbl","United States","Instagram"
"217","heres my girl singing while we waited for the para to start #mygirl #ohcanada #canadaday #cutekids #happybirthdaycanada ///h5pvizage7","","Twitter for iPhone"
"218","yes i can-ada!happy canada day! #ohcanada  #keanureeves  #toystory4 ///mtybvbudjt","","Twitter for iPhone"
"219","happy canada day  #ohcanada #vinito #roswine ///cqev35w1o6","","Twitter for iPhone"
"220","happy canada day from a happy canadian!  #canada #happycanadaday #ketime #mymomthesuperhero #ohcanada #boatingfun #golfcartfail #para #borworldtour #borfree #ogiogiogi @ white bear lake resort inc ///ckejytvxus","Canada","Instagram"
"221","posting this clip for people who missed canada day celebrations in toronto #toronto #yongeanddundas #ontario #canada #canadaday #happycanadaday #canadaday #happycanadaday #dominionday #maple #ohcanada ///ca9mroxgbe","Canada","Instagram"
"222","here we begin our canada day celebrations #toronto #ontario #canada #canadaday #happycanadaday #canadaday #happycanadaday #dominionday #maple #ohcanada #ohcanada #canadaday2019 #lovecanada #canadian ///uqitthpnfi","Canada","Instagram"
"223","happy canada day! ^_^ to celebrate, all of my #cuphead style 1930s canadian character prints are 50% off in my etsy store for the month of july! go check it out! #ohcanada ///obbl8qbu53 ///sgslizbpko","","Twitter Web Client"
"224","happy canada day ! wows, were flowing halfway through 2019  hope yall are having fun advtures celebrating our beautiful home country!  see you bright and early wh we reopen tmrw!  #ohcanada #beautifulbc ///9o7sumrgiv","","Instagram"
"225","quand je vois une personne qui saffiche indpdantiste et ""patriote"", je pse au flq et aux attaques terroristes, aux bombes et aux meurtres  qubcois commit par s indpdantistes jprouve un certain maise #ledome #ohcanada #salutcrosseur ///gwoqqzqgch","","Twitter for iPhone"
"226","my canada day view from over the middle of georgian bay   #canadaday2019 #gbay #fireworks #ohcanada #photooftheday #nightsky #july1st #holiday #art #ontario #happycanadaday #collingwood #mycollingwood #experincecollingwood ///upp3dxs5xg","","Twitter Web App"
"227","happy canada day eh! i  you canada 152 years young and beautiful and #truenorthstrongandfree  #proudtobecanadian  #ohcanada #theresnopcelikehome  #theworldneedsmorecanada   #canadaday  ///zr7t8a3nfj","","Twitter for Android"
"228","#ohcanada #gorddownie happy #canadaday ///bkiylsy01h","","Twitter for Android"
"229","#ohcanada #happycanadaday///ud9hykspq2","","Twitter for Android"
"230","#canadaday #canadaday2019 #canadadaylongweekd #canada #ohcanada  ///anpklbilue","","Twitter for Android"
"231","spontaneous #ohcanada at the #burlon #canadaday #fireworks @cityburlington  ///oicrmntqru","","Twitter for Android"
"232","fingers crossed the weather holds out for tonights fireworks on the ctre st bridge#canadaday #ohcanada #canadaday2019","","Twitter for Android"
"233","happy canada day everyone! with love from our your better life family  #canadaday #yourbetterlife #ohcanada @ canada vancouver ///cbhd6ornjx","","Instagram"
"234","#kawhi is signing with the#nbafreeagcy2019 #nba #nba2k20#lakers #clippers #raptors #freeagcy #money #basketball #contracts#kawhileonard #kw #k2#losangeles #toronto#canadaday #canada#canadaday2019 #ohcanada#america #usa #unitedstates #wtf#lol #breaking #news ///zaevrecdvl","","Twitter for Android"
"235","paint the town #red happy 152nd #canada! #canadaday2019 #happybirthday #canadaday #wethenorth #canadaproud #canada152 #ohcanada #fireworks #july1st ///zbyk4ilda4","","Twitter for iPhone"
"236","happy canada day! from me and mine to you and yours! #canadaday #ohcanada  #happybirthday #happybirthdayariyan #veerakaurvirdi #summertime #chillin #blessings #goodlife #mygirls #daddysgirl #smokinghotwifey ///b3csafwwjd","","Instagram"
"237","perfect ding to canadas birthday #fireworks dispy from across the way @wonrndnews #fireworks #ohcanada #canadaday #canadaswonrnd #canadastrong #happycanadaday #happybirthday ///c9jfgmccyj","","Instagram"
"238","@rockhawk @canhawk1 @canadisfan @tomrollman thanks eh! #ohcanada ","","Twitter for iPhone"
"239","@dangermonkeys heck no #ohcanada  #sorry","","Twitter for iPhone"
"240","damn i love this pce #canadaday is ma for caesars and love i love you canada you are more beautiful now than the day i met you #ohcanada #eh #canada152 ","","Twitter for iPhone"
"241","great show and fireworks thats a wrap! thanks, ottawa! #canadaday2019 #ohcanada ada #canada152 #canadian #party #celebrate @ parliamt hill ///7hwiky1oto","Canada","Instagram"
"242","#ohcanada ///pfr8439o5k","","Twitter Web Client"
